timestamp,temperature,humidity,pressure,uv_index,co2,formaldehyde,tvoc,pm2_5,pm10,aqi_temperature,aqi_humidity,wind_speed,wind_dir_degrees,wind_dir_cardinal,rainfall
2025-07-01T00:00:08.147682,29.6,80.7,1003.9,0.0,nan,,,9.6,16.4,,,0.8,196,SSW,11.8
2025-07-01T00:00:40.329823,29.6,80.7,1003.9,0.0,nan,,,9.6,16.4,,,2.2,65,ENE,11.8
2025-07-01T00:01:12.519381,29.5,80.8,1003.9,0.0,nan,,,9.6,16.4,,,1.4,168,SSE,11.8
2025-07-01T00:01:44.750642,29.6,80.8,1003.9,0.0,nan,,,9.6,16.4,,,2.1,94,E,11.8
2025-07-01T00:02:17.103132,29.5,80.8,1003.9,0.08,nan,,,9.6,16.4,,,1.5,156,SSE,11.8
2025-07-01T00:02:49.366555,29.5,80.8,1003.9,0.24,nan,,,9.6,16.4,,,1.6,69,ENE,11.8
2025-07-01T00:03:21.578143,29.5,80.9,1003.9,0.24,nan,,,9.6,16.4,,,1.5,152,SSE,11.8
2025-07-01T00:03:53.975437,29.5,81.1,1003.8,0.0,nan,,,9.6,16.4,,,0.8,161,SSE,11.8
2025-07-01T00:04:26.197216,29.5,80.9,1003.8,0.0,nan,,,9.6,16.4,,,0.8,96,E,11.8
2025-07-01T00:04:58.495486,29.5,80.8,1003.8,0.02,nan,,,9.6,16.4,,,1.2,262,W,11.8
2025-07-01T00:05:30.834106,29.5,80.7,1003.8,0.16,nan,,,9.6,16.4,,,1.0,4,N,11.8
2025-07-01T00:06:03.204206,29.5,80.7,1003.8,0.1,nan,,,9.6,16.4,,,1.7,32,NNE,11.8
2025-07-01T00:06:35.535239,29.5,80.6,1003.8,0.0,nan,,,9.6,16.4,,,1.2,157,SSE,11.8
2025-07-01T00:07:07.904977,29.5,80.6,1003.8,0.02,nan,,,9.6,16.4,,,1.1,187,S,11.8
2025-07-01T00:07:40.124760,29.5,80.6,1003.8,0.24,nan,,,9.6,16.4,,,1.5,7,N,11.8
2025-07-01T00:08:12.465218,29.5,80.6,1003.8,0.0,nan,,,9.6,16.4,,,1.0,206,SSW,11.8
2025-07-01T00:08:44.918017,29.5,80.7,1003.8,0.0,nan,,,9.6,16.4,,,1.8,119,ESE,11.8
2025-07-01T00:09:17.330728,29.5,80.8,1003.7,0.0,nan,,,9.6,16.4,,,1.5,132,SE,11.8
2025-07-01T00:09:49.723468,29.5,80.9,1003.7,0.0,nan,,,9.6,16.4,,,1.1,239,WSW,11.8
2025-07-01T00:10:22.051750,29.5,81.1,1003.8,0.0,nan,,,9.6,16.4,,,1.1,149,SSE,11.8
2025-07-01T00:10:54.413574,29.4,81.1,1003.7,0.29,nan,,,9.6,16.4,,,1.6,99,E,11.8
2025-07-01T00:11:26.769104,29.4,81.2,1003.7,0.0,nan,,,9.6,16.4,,,1.4,163,SSE,11.8
2025-07-01T00:11:59.167369,29.4,81.2,1003.7,0.26,nan,,,9.6,16.4,,,0.8,340,NNW,11.8
2025-07-01T00:12:31.554870,29.4,81.2,1003.7,0.0,nan,,,9.6,16.4,,,1.5,135,SE,11.8
2025-07-01T00:13:03.765284,29.4,81.2,1003.7,0.29,nan,,,9.6,16.4,,,0.9,171,S,11.8
2025-07-01T00:13:36.061844,29.5,81.2,1003.7,0.0,nan,,,9.6,16.4,,,1.4,306,NW,11.8
2025-07-01T00:14:08.256344,29.5,81.1,1003.7,0.0,nan,,,9.6,16.4,,,1.5,122,ESE,11.8
2025-07-01T00:14:40.702702,29.4,81.1,1003.7,0.05,nan,,,9.6,16.4,,,1.0,191,S,11.8
2025-07-01T00:15:12.935645,29.4,81.1,1003.7,0.13,nan,,,9.6,16.4,,,0.9,124,SE,11.8
2025-07-01T00:15:45.178768,29.4,81.2,1003.7,0.0,nan,,,9.6,16.4,,,1.8,138,SE,11.8
2025-07-01T00:16:17.491469,29.4,81.1,1003.6,0.13,nan,,,9.6,16.4,,,2.3,130,SE,11.8
2025-07-01T00:16:49.749567,29.4,81.2,1003.6,0.0,nan,,,9.6,16.4,,,1.7,184,S,11.8
2025-07-01T00:17:22.087182,29.4,81.2,1003.6,0.0,nan,,,9.6,16.4,,,0.9,87,E,11.8
2025-07-01T00:17:54.400459,29.4,81.3,1003.6,0.0,nan,,,9.6,16.4,,,1.6,135,SE,11.8
2025-07-01T00:18:26.767486,29.4,81.4,1003.6,0.26,nan,,,9.6,16.4,,,1.5,45,NE,11.8
2025-07-01T00:18:59.138301,29.4,81.4,1003.6,0.0,nan,,,9.6,16.4,,,0.8,182,S,11.8
2025-07-01T00:19:31.478615,29.4,81.6,1003.5,0.0,nan,,,9.6,16.4,,,0.9,168,SSE,11.8
2025-07-01T00:20:03.803482,29.4,81.6,1003.5,0.26,nan,,,9.6,16.4,,,2.3,63,ENE,11.8
2025-07-01T00:20:36.036564,29.4,81.4,1003.6,0.02,nan,,,9.6,16.4,,,1.7,116,ESE,11.8
2025-07-01T00:21:08.338367,29.4,81.4,1003.6,0.0,nan,,,9.6,16.4,,,2.4,26,NNE,11.8
2025-07-01T00:21:40.814495,29.4,81.6,1003.5,0.0,nan,,,9.6,16.4,,,1.9,242,WSW,11.8
2025-07-01T00:22:13.311524,29.5,81.6,1003.5,0.08,nan,,,9.6,16.4,,,1.2,360,N,11.8
2025-07-01T00:22:45.762827,29.4,81.7,1003.5,0.0,nan,,,9.6,16.4,,,1.4,173,S,11.8
2025-07-01T00:23:16.043050,29.4,81.6,1003.5,0.0,nan,,,9.6,16.4,,,0.8,101,E,11.8
2025-07-01T00:23:48.248719,29.4,81.7,1003.5,0.0,nan,,,9.6,16.4,,,0.9,135,SE,11.8
2025-07-01T00:24:20.578041,29.5,81.7,1003.5,0.0,nan,,,9.6,16.4,,,1.1,172,S,11.8
2025-07-01T00:24:52.863374,29.5,81.7,1003.5,0.0,nan,,,9.6,16.4,,,1.0,314,NW,11.8
2025-07-01T00:25:25.095470,29.5,81.6,1003.5,0.0,nan,,,9.6,16.4,,,1.2,236,SW,11.8
