timestamp,temperature,humidity,pressure,uv_index,co2,formaldehyde,tvoc,pm2_5,pm10,aqi_temperature,aqi_humidity,wind_speed,wind_dir_degrees,wind_dir_cardinal,rainfall
2025-07-02T00:00:24.420642,29.4,78.7,1004.4,0.0,nan,,,28.9,103.1,,,1.4,178,S,11.8
2025-07-02T00:00:56.609576,29.4,78.7,1004.4,0.0,nan,,,28.9,103.1,,,1.5,201,SSW,11.8
2025-07-02T00:01:28.809261,29.4,78.7,1004.4,0.0,nan,,,28.9,103.1,,,2.8,90,E,11.8
2025-07-02T00:02:01.017629,29.4,78.7,1004.4,0.29,nan,,,28.9,103.1,,,1.8,153,SSE,11.8
2025-07-02T00:02:33.212500,29.4,78.9,1004.4,0.0,nan,,,28.9,103.1,,,1.0,141,SE,11.8
2025-07-02T00:03:05.537635,29.4,78.9,1004.4,0.0,nan,,,28.9,103.1,,,1.5,191,S,11.8
2025-07-02T00:03:38.027028,29.4,78.9,1004.4,0.0,nan,,,28.9,103.1,,,1.4,161,SSE,11.8
2025-07-02T00:04:10.443808,29.4,79.0,1004.4,0.0,nan,,,28.9,103.1,,,0.8,174,S,11.8
2025-07-02T00:04:42.834228,29.4,78.9,1004.4,0.0,nan,,,28.9,103.1,,,1.3,138,SE,11.8
2025-07-02T00:05:15.057417,29.4,79.0,1004.4,0.0,nan,,,28.9,103.1,,,2.2,197,SSW,11.8
2025-07-02T00:05:47.257791,29.4,79.0,1004.4,0.0,nan,,,28.9,103.1,,,2.0,144,SE,11.8
2025-07-02T00:06:19.460960,29.4,79.0,1004.4,0.05,nan,,,28.9,103.1,,,1.7,109,ESE,11.8
2025-07-02T00:06:51.708311,29.4,79.1,1004.4,0.0,nan,,,28.9,103.1,,,1.3,202,SSW,11.8
2025-07-02T00:07:23.902162,29.4,79.1,1004.4,0.0,nan,,,28.9,103.1,,,0.8,161,SSE,11.8
2025-07-02T00:07:56.109847,29.4,79.1,1004.4,0.24,nan,,,28.9,103.1,,,0.7,164,SSE,11.8
2025-07-02T00:08:28.315561,29.4,79.1,1004.4,0.0,nan,,,28.9,103.1,,,1.7,155,SSE,11.8
2025-07-02T00:09:00.552901,29.4,79.2,1004.4,0.0,nan,,,28.9,103.1,,,0.8,162,SSE,11.8
2025-07-02T00:09:32.990502,29.4,79.2,1004.4,0.32,nan,,,28.9,103.1,,,1.8,142,SE,11.8
2025-07-02T00:10:05.414772,29.4,79.2,1004.4,0.0,nan,,,28.9,103.1,,,0.8,162,SSE,11.8
2025-07-02T00:10:37.632184,29.5,79.4,1004.3,0.08,nan,,,28.9,103.1,,,2.2,149,SSE,11.8
2025-07-02T00:11:10.023224,29.4,79.5,1004.4,0.0,nan,,,28.9,103.1,,,2.7,161,SSE,11.8
2025-07-02T00:11:42.212019,29.4,79.6,1004.4,0.29,nan,,,28.9,103.1,,,1.8,146,SE,11.8
2025-07-02T00:12:14.434063,29.4,79.7,1004.4,0.0,nan,,,28.9,103.1,,,1.0,153,SSE,11.8
2025-07-02T00:12:46.694668,29.4,79.8,1004.4,0.0,nan,,,28.9,103.1,,,1.3,162,SSE,11.8
2025-07-02T00:13:18.976250,29.5,79.7,1004.3,0.34,nan,,,28.9,103.1,,,1.5,122,ESE,11.8
2025-07-02T00:13:51.284873,29.4,80.0,1004.3,0.0,nan,,,28.9,103.1,,,2.1,357,N,11.8
2025-07-02T00:14:23.638641,29.4,80.0,1004.3,0.0,nan,,,28.9,103.1,,,1.5,147,SSE,11.8
2025-07-02T00:14:56.036881,29.4,80.1,1004.3,0.08,nan,,,28.9,103.1,,,1.5,153,SSE,11.8
2025-07-02T00:15:28.239659,29.4,80.1,1004.3,0.0,nan,,,28.9,103.1,,,1.0,161,SSE,11.8
2025-07-02T00:16:00.457972,29.4,80.0,1004.3,0.0,nan,,,28.9,103.1,,,1.8,128,SE,11.8
2025-07-02T00:16:32.641818,29.4,80.0,1004.3,0.0,nan,,,28.9,103.1,,,1.6,86,E,11.8
2025-07-02T00:17:04.887748,29.4,80.0,1004.3,0.0,nan,,,28.9,103.1,,,1.0,157,SSE,11.8
2025-07-02T00:17:37.094218,29.4,80.0,1004.2,0.24,nan,,,28.9,103.1,,,1.6,104,ESE,11.8
