timestamp,temperature,humidity,pressure,uv_index,co2,formaldehyde,tvoc,pm2_5,pm10,aqi_temperature,aqi_humidity,wind_speed,wind_dir_degrees,wind_dir_cardinal,rainfall
2025-07-03T00:00:29.352524,29.0,81.3,1003.4,0.0,nan,,,22.5,89.2,,,1.6,147,SSE,11.8
2025-07-03T00:01:01.695712,29.0,81.2,1003.4,0.0,nan,,,22.5,89.2,,,2.2,152,SSE,11.8
2025-07-03T00:01:34.095864,29.0,81.1,1003.4,0.0,nan,,,22.5,89.2,,,2.7,55,NE,11.8
2025-07-03T00:02:06.368348,29.0,81.1,1003.4,0.0,nan,,,22.5,89.2,,,1.7,75,ENE,11.8
2025-07-03T00:02:38.642947,29.0,80.9,1003.4,0.34,nan,,,22.5,89.2,,,2.4,91,E,11.8
2025-07-03T00:03:11.021471,29.0,80.9,1003.5,0.0,nan,,,22.5,89.2,,,1.4,38,NE,11.8
2025-07-03T00:03:43.231704,29.0,81.1,1003.5,0.1,nan,,,22.5,89.2,,,1.8,183,S,11.8
2025-07-03T00:04:15.427256,28.9,81.1,1003.5,0.0,nan,,,22.5,89.2,,,2.0,192,SSW,11.8
2025-07-03T00:04:47.745590,29.0,81.2,1003.5,0.0,nan,,,22.5,89.2,,,1.2,158,SSE,11.8
2025-07-03T00:05:19.960619,29.0,81.2,1003.6,0.1,nan,,,22.5,89.2,,,1.3,86,E,11.8
2025-07-03T00:05:52.409369,29.0,81.2,1003.6,0.0,nan,,,22.5,89.2,,,1.0,138,SE,11.8
2025-07-03T00:06:24.701783,29.0,81.3,1003.6,0.26,nan,,,22.5,89.2,,,1.8,163,SSE,11.8
2025-07-03T00:06:56.958006,28.9,81.3,1003.6,0.29,nan,,,22.5,89.2,,,1.4,89,E,11.8
2025-07-03T00:07:29.318083,29.0,81.4,1003.7,0.0,nan,,,22.5,89.2,,,0.8,151,SSE,11.8
2025-07-03T00:08:01.552636,29.0,81.4,1003.7,0.26,nan,,,22.5,89.2,,,1.3,146,SE,11.8
2025-07-03T00:08:33.765412,29.0,81.4,1003.7,0.0,nan,,,22.5,89.2,,,1.6,121,ESE,11.8
2025-07-03T00:09:06.010714,29.0,81.4,1003.8,0.02,nan,,,22.5,89.2,,,1.0,100,E,11.8
2025-07-03T00:09:38.187966,29.0,81.6,1003.8,0.32,nan,,,22.5,89.2,,,1.1,132,SE,11.8
